gene, ct.1,ct.2,ct.3,ct.4,kd.1,kd.2,kd.3
FBgn0004859,101,102,438,377,100,116,366
FBgn0004860,192,246,572,407,326,277,401
FBgn0004861,251,281,746,520,254,235,434
FBgn0004864,819,859,1866,1288,930,939,1361
FBgn0004865,53,54,100,77,30,34,52
FBgn0004867,26192,38301,41727,37405,36465,39221,30287
FBgn0004868,2377,2944,5440,3564,2476,2685,3965
FBgn0004870,58,47,119,53,95,87,151
FBgn0004872,565,561,1365,1011,848,767,1807
FBgn0004875,2723,2331,5443,2727,2712,2931,3541
FBgn0004876,849,752,1712,946,975,945,1485
FBgn0004882,42,37,82,60,34,26,51
FBgn0004888,1544,1984,2973,2310,2082,2189,2679
FBgn0004889,1069,1163,2820,1995,1332,1380,2850
FBgn0004893,431,430,810,524,245,283,400
FBgn0004901,517,629,1282,741,632,595,893
FBgn0004903,497,509,1068,882,549,634,1101
FBgn0004907,3530,4698,12768,8908,4303,4283,11925
FBgn0004908,72,88,253,176,88,95,266
FBgn0004913,1150,1187,2663,1791,1080,1231,2133
FBgn0004914,901,874,1656,1080,830,937,1242
FBgn0004915,273,434,748,575,434,493,670
FBgn0004919,46,59,180,62,96,73,165
FBgn0004921,1142,1415,3578,2397,1398,1311,2698
FBgn0004924,2392,2585,5729,3250,2635,2922,4164
FBgn0004926,2313,3087,5485,3711,3012,3545,4702
FBgn0004957,169,185,203,216,240,258,222
FBgn0005198,658,637,1285,907,774,734,1021
FBgn0005278,1472,1758,4008,2723,1740,1858,3689
FBgn0005322,617,751,1527,1015,652,710,1172
FBgn0005355,422,554,835,753,646,658,901
FBgn0005386,599,581,1460,794,526,531,998
FBgn0005410,1303,1307,2997,1911,1289,1337,2496
FBgn0005411,769,1006,2085,1221,1009,1166,1646
FBgn0005427,252,246,649,354,336,351,672
FBgn0005533,11115,16866,22351,16441,13487,15765,15353
FBgn0005536,2929,2864,5870,3966,3188,3274,4624
FBgn0005585,12341,16308,29069,18426,18270,21214,26718
FBgn0005592,25,32,61,56,30,48,51
FBgn0005593,26064,37118,51651,36164,21557,24303,25719
FBgn0005596,792,751,1430,869,809,885,1057
FBgn0005612,494,525,1173,609,597,686,874
FBgn0005614,61,53,118,31,45,47,84
FBgn0005616,564,608,1344,908,649,654,1162
FBgn0005617,938,975,2501,1293,881,929,1622
FBgn0005624,779,674,1691,836,661,768,1246
FBgn0005630,8410,8313,17888,8871,9246,9737,14262
FBgn0005631,1248,1134,2761,1691,1425,1455,2489
FBgn0005632,6257,5968,12904,8503,6499,6505,10228
FBgn0005634,13837,13969,30586,20053,16605,17444,27257
FBgn0005636,435,380,623,246,234,268,321
FBgn0005640,939,900,1809,1150,1529,1768,2459
FBgn0005642,698,748,1454,788,780,804,988
FBgn0005648,815,953,2589,1115,978,1034,1961
FBgn0005649,1709,1713,3494,2152,2094,2135,3174
FBgn0005655,1352,1773,3233,2715,2208,2359,2753
FBgn0005660,82,80,139,93,181,189,226
FBgn0005666,145,147,554,481,208,228,680
FBgn0005670,86,97,135,94,86,82,101
FBgn0005671,2930,3369,6037,5066,3757,3848,4870
FBgn0005672,2965,3312,7570,4468,3224,3633,5698
FBgn0005674,3206,3332,6900,4847,3582,3546,5496
FBgn0005683,189,222,445,236,229,278,326
FBgn0005694,687,671,1450,913,593,635,926
FBgn0005695,163,175,356,245,196,214,312
FBgn0005696,484,621,1098,733,571,577,686
FBgn0005777,866,991,2386,1565,933,1072,2004
FBgn0008635,4302,4831,7505,6241,5270,5812,5415
FBgn0008654,876,781,2158,1203,822,790,1435
FBgn0010015,39,26,69,18,25,32,40
FBgn0010038,37,38,66,65,38,51,73
FBgn0010039,350,586,1125,754,516,640,1173
FBgn0010041,41,62,149,72,68,87,145
FBgn0010043,75,103,167,89,64,63,139
FBgn0010051,1895,1891,3980,2479,2039,1906,2933
FBgn0010053,115,182,328,158,90,115,206
FBgn0010078,17820,24856,46949,21848,21703,24364,30270
FBgn0010097,46,61,105,82,110,159,148
FBgn0010100,3731,4613,8111,5990,4172,4661,5198
FBgn0010113,4431,3605,9527,3252,3899,4373,7912
FBgn0010173,1960,2225,4766,3035,2352,2566,4071
FBgn0010194,655,760,1610,1040,965,1025,1633
FBgn0010198,13353,27083,58395,58055,23926,20174,54688
FBgn0010213,646,843,1387,1113,928,918,1309
FBgn0010215,1007,992,2955,2436,1042,978,3519
FBgn0010217,3915,5573,8123,9823,5193,5441,9155
FBgn0010220,441,484,1015,601,416,470,774
FBgn0010222,418,528,783,614,339,403,431
FBgn0010223,53,60,145,100,27,27,35
FBgn0010225,9540,12036,23534,14475,8027,8413,14087
FBgn0010226,90,137,227,151,142,157,194
FBgn0010228,711,832,2249,1115,1163,1147,2489
FBgn0010235,1779,2121,4139,2738,1900,2059,3122
FBgn0010238,1240,1303,2965,1684,1718,1994,2556
FBgn0010246,5245,5536,9657,7983,4798,5368,6372
FBgn0010247,171,158,611,627,206,160,1014
FBgn0010265,18412,26527,50341,30014,21954,26395,31386
FBgn0010269,258,288,542,296,318,330,448
FBgn0010278,2559,3034,5924,3387,3225,3702,4799
FBgn0010280,2889,2972,5836,3421,2860,3102,3793
FBgn0010282,796,988,2059,1083,1134,1240,1759
FBgn0010287,111,144,224,231,158,134,189
FBgn0010288,832,1065,2031,1347,1017,1312,1895
FBgn0010292,354,474,902,727,419,432,602
FBgn0010300,4258,3904,8794,5515,3484,3636,5429
FBgn0010303,3726,3808,7439,4230,4155,4297,5675
FBgn0010309,248,288,448,372,336,354,449
FBgn0010313,48,27,62,29,39,43,79
FBgn0010314,161,181,371,314,309,293,581
FBgn0010315,419,446,1056,734,487,517,940
FBgn0010316,357,328,1022,629,222,230,523
FBgn0010328,5109,5142,9903,6813,5230,5338,7022
FBgn0010329,35,29,49,29,44,40,54
FBgn0010333,1884,2127,5128,3016,2144,2508,3943
FBgn0010339,404,583,1019,826,612,670,939
FBgn0010340,70,74,227,140,77,63,165
FBgn0010341,3785,4660,12082,6889,4531,4997,9228
FBgn0010342,580,608,1317,901,706,779,1059
FBgn0010348,2189,2731,6358,4261,2734,2992,6247
FBgn0010350,407,517,1080,799,422,431,996
FBgn0010352,2432,2686,4751,3691,2866,3118,3839
FBgn0010355,1449,1549,2998,1987,1588,1682,2370
FBgn0010356,304,330,647,566,340,401,551
FBgn0010379,1496,1504,3737,2066,1385,1446,2482
FBgn0010380,2560,2795,4514,3700,2992,3091,3323
FBgn0010382,1025,977,1953,1161,744,739,1069
FBgn0010388,23,15,67,72,49,39,64
FBgn0010391,1653,1949,2764,2265,2187,2434,2236
FBgn0010395,426,424,911,1256,960,1037,2149
FBgn0010397,486,433,668,522,537,525,655
FBgn0010398,65,89,158,143,87,106,156
FBgn0010406,531,716,1481,1048,731,841,1441
FBgn0010407,27,27,65,47,38,30,84
FBgn0010408,13984,22456,20967,27559,18127,18777,20098
FBgn0010409,15137,24407,36342,25661,21165,22866,26052
FBgn0010411,14253,22650,41286,30266,20697,23833,27256
FBgn0010412,30171,44930,65892,40778,38090,41251,40164
FBgn0010415,1355,1304,3097,1587,1513,1719,2701
FBgn0010416,806,946,2098,1262,1032,1166,1565
FBgn0010417,305,362,775,408,359,429,572
FBgn0010421,134,178,489,285,209,192,349
FBgn0010422,545,648,1543,833,682,823,1173
FBgn0010434,12107,12538,26481,15993,14768,15856,21363
FBgn0010435,36,53,104,76,36,46,86
FBgn0010438,432,604,1386,723,583,705,901
FBgn0010441,568,615,1231,863,565,662,783
FBgn0010470,2670,3338,5790,4028,4560,5013,7044
FBgn0010488,9595,9385,20970,11121,9027,9849,14391
FBgn0010497,89,96,174,141,126,139,192
FBgn0010501,136,131,312,196,201,192,284
FBgn0010504,321,296,647,424,362,381,524
FBgn0010516,1295,1725,2732,2291,1405,1558,1954
FBgn0010520,80,125,201,174,91,75,153
FBgn0010531,81,142,269,161,149,175,220
FBgn0010548,1462,1836,3399,2209,1579,1739,2110
FBgn0010549,300,358,665,537,248,274,425
FBgn0010551,1944,2348,4369,3292,2830,3265,4409
FBgn0010575,2984,2733,5951,2266,2751,2939,3975
FBgn0010583,1098,1159,2271,1678,1118,1122,1676
FBgn0010590,650,909,1349,1090,963,1126,1054
FBgn0010591,1224,1495,2648,2102,969,1054,1435
FBgn0010602,1080,1388,2982,1672,1281,1500,2034
FBgn0010607,109,157,393,231,126,153,258
FBgn0010611,1482,1844,2781,1921,1793,2036,2580
FBgn0010612,775,1173,2337,1365,1225,1215,2030
FBgn0010621,5833,7737,10571,10319,8773,9678,9103
FBgn0010622,137,171,278,173,198,233,253
FBgn0010638,739,918,2032,1405,1141,1087,1937
FBgn0010651,458,550,966,596,549,602,794
FBgn0010660,1418,1483,3495,2242,1757,1699,2865
FBgn0010704,1066,1415,3489,2143,1395,1548,2919
FBgn0010741,576,761,1646,1179,836,958,1616
FBgn0010747,1121,1408,2495,1909,1283,1511,1884
FBgn0010750,550,744,1489,834,743,797,964
FBgn0010762,2238,1957,4142,1626,2028,2384,2989
FBgn0010768,257,263,524,308,207,246,274
FBgn0010770,338,398,916,558,369,403,562
FBgn0010772,732,853,1804,976,716,819,1274
FBgn0010774,1151,1251,2708,1538,1275,1194,2028
FBgn0010786,2066,2381,3836,3241,3454,3613,4550
FBgn0010803,931,1148,2309,1475,1153,1305,1945
FBgn0010808,638,781,1412,989,705,771,1053
FBgn0010812,569,637,1311,802,736,791,1284
FBgn0010825,1712,1321,2921,1357,1915,1872,2549
FBgn0010830,342,360,713,472,349,438,516
FBgn0010877,2196,2254,3987,2586,2107,2221,2842
FBgn0010894,75,83,212,180,159,165,406
FBgn0010905,1778,1546,3672,1587,2025,2113,3187
FBgn0010909,11609,11350,25616,15087,10833,10681,17548
FBgn0010926,432,438,1050,645,432,486,734
FBgn0011016,866,1168,2162,1690,1509,1646,2927
FBgn0011020,224,241,610,352,307,315,463
FBgn0011202,1123,1130,2401,1376,1235,1275,2088
FBgn0011204,1120,1251,2271,1506,1107,1245,1576
FBgn0011205,205,234,649,365,209,225,424
FBgn0011206,233,224,615,290,131,156,307
FBgn0011207,504,537,1104,817,598,711,951
FBgn0011211,8299,9938,13246,13545,10143,10506,11030
FBgn0011217,3162,3563,8884,5563,3591,3862,7744
FBgn0011224,858,879,2421,1502,836,890,1884
FBgn0011225,608,618,1372,978,750,786,1157
FBgn0011227,192,309,1137,661,314,389,859
FBgn0011230,12816,11677,25380,17973,12677,11868,20087
FBgn0011232,334,429,855,577,494,545,771
FBgn0011236,1667,1638,3235,1741,1361,1659,2075
FBgn0011241,57,79,203,133,98,91,230
FBgn0011259,174,155,476,198,284,305,688
FBgn0011260,50,51,134,77,242,256,575
FBgn0011272,20408,27317,47765,26542,23321,23239,30419
FBgn0011274,541,628,1582,1040,430,416,727
FBgn0011284,28711,41805,61391,46936,35900,41739,40764
FBgn0011289,1295,1506,3225,2062,1401,1567,2053
FBgn0011290,326,428,1021,627,487,525,756
FBgn0011291,130,137,330,224,158,189,194
FBgn0011297,403,517,740,527,489,565,632
FBgn0011300,813,923,2175,1235,759,818,1631
FBgn0011305,399,426,861,452,574,550,950
FBgn0011327,309,391,818,487,350,421,648
FBgn0011335,208,236,492,333,185,223,388
FBgn0011336,2379,2767,4447,4402,3099,3241,4325
FBgn0011361,1008,1477,2429,2129,1425,1517,2069
FBgn0011455,612,766,1929,988,794,835,1307
FBgn0011474,746,735,1899,1051,737,841,1477
FBgn0011476,22,36,97,59,42,39,72
FBgn0011481,1117,909,2798,1192,1001,944,2101
FBgn0011509,391,518,1264,794,501,543,1044
FBgn0011566,219,290,383,360,319,389,357
FBgn0011570,1591,1716,3776,2319,1620,1807,2784
FBgn0011571,2793,2675,3867,2489,3530,3514,3398
FBgn0011573,1123,1588,3026,1954,1561,1938,2398
FBgn0011576,83,78,144,81,56,68,120
FBgn0011584,1122,1460,3270,2096,1164,1449,2464
FBgn0011586,1636,1881,4165,3369,1846,2363,3481
FBgn0011591,38,47,86,41,57,67,126
FBgn0011592,269,286,672,505,437,441,864
FBgn0011596,42,44,101,46,39,50,128
FBgn0011604,1909,2228,5016,3514,2375,2513,4622
FBgn0011606,1021,1084,2159,1653,1673,1740,2450
FBgn0011638,2379,2972,5988,3595,2618,2946,4367
FBgn0011640,1281,1456,2310,1635,1565,1567,1844
FBgn0011642,242,193,904,671,237,218,989
FBgn0011648,850,890,1277,967,852,1037,1059
FBgn0011655,1156,1134,2146,1053,1185,1280,1536
FBgn0011656,548,632,1307,870,594,585,996
FBgn0011659,428,457,886,645,409,408,576
FBgn0011660,253,275,717,429,296,282,560
FBgn0011661,17883,20347,36579,24621,22688,23969,32623
FBgn0011666,1146,991,2408,1068,1135,1126,2182
FBgn0011672,740,874,1336,1213,754,771,1209
FBgn0011674,51,71,105,68,118,123,162
FBgn0011676,111,107,185,91,149,190,230
FBgn0011692,1161,1305,2651,2128,1653,1733,2592
FBgn0011703,1714,1928,4174,3075,1768,1999,3212
FBgn0011704,1519,2051,3693,2884,2118,2297,3379
FBgn0011705,1009,1088,2518,1994,1105,1186,3009
FBgn0011708,916,1157,2799,1379,1028,1190,1760
FBgn0011710,1479,1687,3504,2447,2335,2453,3794
FBgn0011715,648,806,1596,1044,863,965,1175
FBgn0011722,10580,11621,19528,15170,8700,8585,10346
FBgn0011725,520,573,1068,721,560,599,886
FBgn0011726,4676,5976,16087,10643,6259,6858,17275
FBgn0011737,391,485,911,663,557,585,759
FBgn0011739,1712,1650,3685,1988,1524,1643,2671
FBgn0011740,460,498,983,754,550,654,823
FBgn0011741,521,671,1116,791,744,740,979
FBgn0011742,1296,1458,3082,2523,1671,1880,3187
FBgn0011745,991,1321,2316,1533,1243,1404,2016
FBgn0011747,2821,2428,7734,6697,2724,2612,8757
FBgn0011754,394,436,981,512,561,712,1004
FBgn0011760,3083,3711,9127,5978,3663,4360,6876
FBgn0011762,126,163,274,245,122,143,266
FBgn0011763,1258,1512,3142,2258,1479,1663,2548
FBgn0011764,1234,1307,2966,1896,1361,1424,2971
FBgn0011766,4142,4357,8635,4969,3940,4344,5475
FBgn0011768,1227,1568,2370,1959,1772,1817,2008
FBgn0011769,75,92,238,98,134,119,215
FBgn0011770,129,199,323,259,231,256,375
FBgn0011771,996,1155,2489,1944,1189,1212,2372
FBgn0011774,347,479,876,536,468,550,741
FBgn0011785,1782,1768,3593,2222,2151,2142,2647
FBgn0011787,435,571,1202,765,591,652,914
FBgn0011802,148,192,473,291,205,217,494
FBgn0011817,331,329,1028,366,428,542,1060
FBgn0011818,412,455,846,607,441,507,764
FBgn0011823,3231,3643,6963,5088,5244,5752,7757
FBgn0011824,716,777,1099,892,954,925,1026
FBgn0011826,723,787,2072,1108,758,787,1511
FBgn0011828,32653,36253,62102,49701,42937,39323,45540
FBgn0011829,71,66,145,65,94,101,144
FBgn0011836,432,462,930,637,488,481,768
FBgn0011837,2415,2266,6940,2475,2305,2511,5049
FBgn0012034,1221,1485,2599,2293,1210,1309,1796
FBgn0012036,3555,4600,8253,5044,3841,4415,5944
FBgn0012037,427,607,881,936,715,850,923
FBgn0012051,982,1186,2430,1804,1190,1271,2395
FBgn0012058,834,868,1778,1037,928,922,1234
FBgn0013263,29,29,172,152,31,34,235
FBgn0013269,1657,2077,3756,2952,2083,2338,3066
FBgn0013272,9838,11247,25279,18256,8412,8947,15373
FBgn0013303,60,67,212,143,61,62,272
FBgn0013305,2073,2654,5185,3878,2054,2283,4392
FBgn0013325,15861,23923,32536,24299,20507,22098,26894
FBgn0013334,914,876,2048,971,749,836,1477
FBgn0013343,1676,1632,4806,1617,1908,2356,3612
FBgn0013347,265,391,839,619,469,567,963
FBgn0013432,194,291,722,383,332,371,614
FBgn0013435,68,79,161,101,99,83,147
FBgn0013531,144,206,404,291,203,251,308
FBgn0013548,666,687,1108,754,565,602,584
FBgn0013563,160,186,369,265,170,201,324
FBgn0013576,2009,2075,4581,3087,1631,1675,2850
FBgn0013672,111,54,398,1298,86,58,2273
FBgn0013674,2785,2131,13060,12980,2922,2333,38773
FBgn0013675,789,859,3839,3481,970,880,7328
FBgn0013676,1655,1565,5582,7509,2333,1954,18392
FBgn0013678,394,288,1498,4292,390,276,7375
FBgn0013679,50,28,1488,430,72,41,2991
FBgn0013684,211,195,614,2239,316,184,3897
FBgn0013686,28002,35844,106948,84780,38958,32399,348013
FBgn0013717,236,290,474,372,284,301,414
FBgn0013718,239,207,491,296,183,227,375
FBgn0013720,190,255,446,356,346,389,502
FBgn0013726,1618,1671,3362,2024,1846,1938,2774
FBgn0013732,68,74,218,124,111,115,217
FBgn0013733,23733,20546,47804,31958,21537,20047,33002
FBgn0013746,833,951,2263,1406,862,977,1967
FBgn0013749,251,280,708,669,216,281,812
FBgn0013750,1274,1585,3733,2302,1308,1373,3051
FBgn0013753,340,481,741,513,496,539,595
FBgn0013756,3681,3496,8228,4819,4009,4002,6854
FBgn0013759,2315,2337,4472,3154,2537,2760,3344
FBgn0013762,198,234,465,309,254,307,400
FBgn0013763,21980,30339,42057,27705,16600,19104,22615
FBgn0013764,756,847,1420,906,832,919,918
FBgn0013765,1553,1671,3670,2357,2350,2532,4515
FBgn0013770,23040,28925,46561,30151,22113,24431,30389
FBgn0013771,38,37,87,57,65,51,130
FBgn0013773,87,86,231,129,135,131,224
FBgn0013799,581,649,1232,839,650,727,890
FBgn0013810,269,305,537,497,395,382,781
FBgn0013811,336,350,614,340,184,208,257
FBgn0013953,29,37,60,56,22,35,33
FBgn0013954,2714,3674,7114,4920,4158,4464,6087
FBgn0013981,2171,3234,6976,4188,2833,3287,4819
FBgn0013983,335,434,713,562,476,500,648
FBgn0013984,3632,3136,8570,3339,3139,3339,6598
FBgn0013987,1783,2012,4026,2684,2039,2261,2912
FBgn0013988,2022,2293,3358,2530,1883,2128,2111
FBgn0013997,1144,1114,2459,1895,1703,1646,3066
FBgn0013998,754,932,1762,1150,897,1021,1386
FBgn0014001,1464,1655,3257,2036,1607,1797,2394
FBgn0014002,10542,12593,23534,15620,14019,15637,20244
FBgn0014006,990,1001,2225,1574,1140,1284,1927
FBgn0014007,977,883,3055,1644,946,935,2565
FBgn0014009,1263,1511,3283,2144,1191,1500,2241
FBgn0014010,1840,2152,5568,2707,1765,2077,3887
FBgn0014011,832,822,1969,1288,988,1109,1908
FBgn0014018,1785,2136,4261,2700,1955,2136,3040
FBgn0014020,6173,7172,19119,13251,6993,7575,16237
FBgn0014022,139,171,522,263,189,185,379
FBgn0014023,342,427,801,593,442,473,743
FBgn0014024,964,1117,1819,1395,1105,1133,1453
FBgn0014026,28001,38423,65018,37505,32429,36544,43024
FBgn0014028,1602,1776,3237,2198,1859,1958,1919
FBgn0014029,2020,2465,3290,2887,3319,3755,3874
FBgn0014032,97,153,274,186,140,176,273
FBgn0014033,3941,4875,10121,9614,3928,4267,6378
FBgn0014037,3753,3972,8649,4028,4271,4939,6523
FBgn0014075,1611,1794,3830,3032,1848,1827,3414
FBgn0014092,114,165,485,261,183,192,450
FBgn0014127,604,674,1416,1022,852,856,1516
FBgn0014133,2425,2653,4884,3180,2597,2827,3218
FBgn0014135,77,89,291,40,112,92,187
FBgn0014141,18589,17772,31520,30025,18014,17053,20069
FBgn0014163,2287,2416,5961,1994,3218,3787,7047
FBgn0014184,3738,4560,8845,7801,4195,4566,8149
FBgn0014189,2874,3365,6079,5155,3259,3561,4507
FBgn0014269,474,584,1138,672,585,624,699
FBgn0014340,412,439,933,598,492,487,748
FBgn0014342,106,138,259,211,164,177,274
FBgn0014366,354,429,852,562,454,445,759
FBgn0014380,649,936,1963,1539,877,989,1651
FBgn0014388,18318,17652,43530,17292,15535,17280,30389
FBgn0014391,400,584,1180,872,618,702,1137
FBgn0014411,1294,1430,3418,1794,1544,1681,2320
FBgn0014417,893,1054,2204,1770,897,974,1432
FBgn0014427,73,121,188,135,93,113,155
FBgn0014455,2219,2816,4288,3974,2912,3094,3364
FBgn0014467,838,921,2071,1267,996,1007,1644
FBgn0014469,593,669,1569,1005,541,557,1109
FBgn0014857,1073,1373,2411,1657,1175,1312,1595
FBgn0014861,1037,1222,2333,1803,1418,1386,1957
FBgn0014868,2519,3189,4782,3681,3196,3469,3840
FBgn0014869,837,1039,1849,1293,1643,1701,2031
FBgn0014870,759,619,1501,792,719,728,1284
FBgn0014877,241,272,588,391,269,345,536
FBgn0014879,575,737,1742,1087,841,989,1539
FBgn0014903,25,36,67,47,29,30,49
FBgn0014906,2605,3247,5816,4267,2408,2625,3432
FBgn0014930,160,244,368,303,226,261,363
FBgn0014931,162,238,418,359,159,180,361
FBgn0015000,569,733,1432,975,689,782,1052
FBgn0015019,5045,6127,9284,7585,6310,6972,6801
FBgn0015024,1596,1743,5199,2511,1736,1933,3787
FBgn0015025,43,65,157,72,47,64,123
FBgn0015031,523,885,1444,1629,909,925,1873
FBgn0015036,48,53,124,74,61,71,98
FBgn0015037,85,112,250,164,109,113,234
FBgn0015075,355,424,610,554,483,498,576
FBgn0015218,1604,1903,5075,2914,1781,2068,3427
FBgn0015221,43,29,56,25,34,49,63
FBgn0015222,6531,8127,13781,8229,7736,8802,11007
FBgn0015229,339,374,899,447,378,400,922
FBgn0015239,357,415,811,475,438,422,590
FBgn0015240,391,440,844,590,376,419,524
FBgn0015245,6161,7442,9729,8628,9003,10245,9047
FBgn0015247,1192,1522,2419,1863,1399,1595,1980
FBgn0015268,4944,6647,11586,7131,5308,5762,7479
FBgn0015269,782,761,1976,1337,885,904,1818
FBgn0015270,245,306,549,454,260,289,428
FBgn0015271,136,174,290,209,122,163,264
FBgn0015277,533,663,927,708,614,636,615
FBgn0015278,1230,1258,2565,1916,1387,1431,2221
FBgn0015279,1644,1837,3709,2730,1976,2101,3061
FBgn0015282,1199,1487,2834,1907,1657,1837,2066
FBgn0015283,669,805,1497,1183,884,969,1247
FBgn0015286,436,486,1080,738,385,445,825
FBgn0015288,5378,6295,8107,5536,5340,4116,5558
FBgn0015295,575,674,1221,812,783,867,1057
FBgn0015296,829,999,1792,1245,1122,1310,1445
FBgn0015298,238,295,660,497,335,353,590
FBgn0015299,368,550,1775,904,491,534,1369
FBgn0015320,807,833,1790,1142,895,914,1549
FBgn0015321,381,427,787,571,500,567,664
FBgn0015324,2513,2865,7116,5209,2743,3071,6068
FBgn0015331,541,624,1317,863,641,741,1014
FBgn0015338,403,564,1172,860,547,566,931
FBgn0015359,422,544,979,723,525,559,683
FBgn0015360,635,656,1327,975,613,624,899
FBgn0015371,347,307,738,439,183,179,302
FBgn0015372,256,281,543,321,301,330,404
FBgn0015374,390,493,1265,692,523,532,1059
FBgn0015376,217,260,592,438,214,220,401
FBgn0015379,449,552,824,627,662,639,852
FBgn0015391,2024,2210,4862,3267,2392,2528,4272
FBgn0015393,588,906,1520,1348,797,850,1208
FBgn0015396,748,850,1835,1389,1039,973,2125
FBgn0015399,3979,4116,9824,3413,4679,5242,8754
FBgn0015402,482,494,1050,617,544,606,759
FBgn0015477,2666,2632,6008,4352,2580,2511,4440
FBgn0015509,1662,1930,4586,2502,2330,2580,3902
FBgn0015513,2291,2527,5224,4241,2918,2885,4580
FBgn0015520,117,147,333,186,191,189,341
FBgn0015521,9906,15373,28547,15113,12116,13191,16683
FBgn0015522,132,118,250,120,64,66,138
FBgn0015527,1433,1623,3081,2013,1604,1699,1999
FBgn0015541,897,1120,2281,1564,1620,1803,2689
FBgn0015542,1838,1705,3593,1859,2207,2327,3025
FBgn0015544,226,245,620,360,282,343,445
FBgn0015546,429,459,910,635,525,516,834
FBgn0015553,125,136,383,208,127,133,289
FBgn0015558,27,34,56,35,21,25,34
FBgn0015562,309,375,827,572,480,572,770
FBgn0015565,267,330,608,220,296,327,458
FBgn0015568,71,125,219,149,235,254,357
FBgn0015569,242,249,637,417,329,351,683
FBgn0015571,90,132,210,120,92,99,190
FBgn0015575,433,488,1069,488,657,647,1047
FBgn0015576,133,152,279,278,84,89,151
FBgn0015577,268,272,669,494,257,239,501
FBgn0015582,140,182,337,243,210,216,341
FBgn0015589,4083,3791,8630,5526,4310,4319,6588
FBgn0015600,914,994,2105,846,765,741,1206
FBgn0015602,271,371,731,576,329,362,588
FBgn0015614,648,741,2029,1329,739,810,1757
FBgn0015615,1140,1182,2717,1701,1146,1306,1932
FBgn0015618,63,99,165,108,92,96,121
FBgn0015621,376,429,687,526,478,535,579
FBgn0015622,5058,6198,11588,7498,5502,6159,8216
FBgn0015623,3209,3654,6989,4698,3790,4398,5202
FBgn0015625,173,181,371,272,237,253,368
FBgn0015663,109,115,247,158,93,125,185
FBgn0015664,919,1060,2106,1836,1038,1157,1543
FBgn0015714,735,945,2167,1065,656,742,1479
FBgn0015737,2926,3246,5923,4290,4242,4754,5059
FBgn0015754,1018,1269,2461,1934,1305,1321,2345
FBgn0015756,16372,25669,38782,30362,21712,25241,31023
FBgn0015765,148,190,475,293,179,231,386
FBgn0015772,492,553,1205,769,537,556,911
